tripinfo_arrival;tripinfo_waitSteps;tripinfo_vType;tripinfo_depart;tripinfo_routeLength;tripinfo_vaporized;tripinfo_duration;tripinfo_arrivalSpeed;tripinfo_devices;tripinfo_departPos;tripinfo_departDelay;tripinfo_timeLoss;tripinfo_departLane;tripinfo_departSpeed;tripinfo_arrivalPos;tripinfo_rerouteNo;tripinfo_id;tripinfo_arrivalLane;personinfo_depart;personinfo_id;stop_arrival;walk_arrival;ride_arrival;ride_depart
1301.00;0;passenger;976.00;2484.64;;325.00;10.77;tripinfo_veh1482 routing_veh1482;5.10;-0.91;57.20;37394817#0_1;0.00;111.39;1;veh1482;324985132#3_1;;;;;;
1302.00;5;passenger;1088.00;2941.30;;214.00;10.55;tripinfo_veh1651 routing_veh1651;1.22;-0.31;28.01;-205013604#1_1;0.00;20.23;1;veh1651;37343416_1;;;;;;
1302.00;0;passenger;1174.00;846.22;;128.00;9.87;tripinfo_veh1780 routing_veh1780;5.10;0.65;25.14;30416739#1_1;0.00;29.65;1;veh1780;-30534013#0_1;;;;;;
1302.00;63;truck;870.00;2976.44;;432.00;13.33;tripinfo_truck110 routing_truck110;1.18;-0.12;147.16;177308063_1;0.00;78.41;1;truck110;326910419#2_1;;;;;;
1303.00;0;passenger;1083.00;1702.18;;220.00;10.16;tripinfo_veh1644 routing_veh1644;5.10;-0.70;31.83;175790476#0_2;0.00;117.57;1;veh1644;175999147#2_1;;;;;;
1304.00;38;passenger;1150.00;869.66;;154.00;9.98;tripinfo_veh1745 routing_veh1745;2.99;-0.28;62.65;176908074#1_2;0.00;55.58;1;veh1745;176910667#10_2;;;;;;
1305.00;108;passenger;990.00;1519.58;;315.00;9.90;tripinfo_veh1502 routing_veh1502;5.10;-0.10;148.58;180135575_1;0.00;4.94;1;veh1502;24684016#4_1;;;;;;
1305.00;5;passenger;1142.00;1143.05;;163.00;7.85;tripinfo_veh1733 routing_veh1733;5.10;-0.37;35.36;180135576_1;0.00;0.20;1;veh1733;324317005#0_1;;;;;;
1306.00;92;passenger;846.00;3759.12;;460.00;10.22;tripinfo_veh1284 routing_veh1284;5.10;-0.39;166.82;324752524_1;0.00;110.37;1;veh1284;-324994572_1;;;;;;
1307.00;166;bus;600.00;7908.64;;707.00;21.72;tripinfo_bus_line30.1 routing_bus_line30.1;12.10;0.00;236.85;310772654#0_0;22.22;1294.95;1;bus_line30.1;176908062#1_0;;;;;;
1309.00;0;truck;980.00;3663.26;;329.00;16.52;tripinfo_truck124 routing_truck124;7.20;-0.87;33.40;-159080707_0;0.00;124.38;1;truck124;33128397_0;;;;;;
1310.00;65;passenger;998.00;1789.79;;312.00;1.94;tripinfo_veh1514 routing_veh1514;5.10;-0.01;103.24;37342226#5_1;0.00;38.19;1;veh1514;-37180735#2_0;;;;;;
1312.00;28;truck;846.00;6521.87;;466.00;12.08;tripinfo_truck107 routing_truck107;7.20;-0.39;103.22;119447023#1_0;0.00;9.37;1;truck107;324985136_1;;;;;;
1313.00;0;passenger;1170.00;1281.46;;143.00;9.96;tripinfo_veh1775 routing_veh1775;0.20;-0.05;23.93;279549607_1;0.00;69.97;1;veh1775;30530313#1_1;;;;;;
1313.00;98;passenger;927.00;2797.70;;386.00;10.98;tripinfo_veh1403 routing_veh1403;5.10;2.16;154.78;177308054#0_1;0.00;41.98;1;veh1403;29062008#9_1;;;;;;
1314.00;0;passenger;1044.00;3278.24;;270.00;10.76;tripinfo_veh1584 routing_veh1584;5.10;-0.15;37.43;-266666414_1;0.00;45.69;1;veh1584;37394170_1;;;;;;
1314.00;4;passenger;1213.00;810.26;;101.00;10.28;tripinfo_veh1841 routing_veh1841;5.10;-0.56;27.06;279548234_1;0.00;64.84;1;veh1841;182007938#4_1;;;;;;
1316.00;15;truck;965.00;4756.95;;351.00;10.51;tripinfo_truck122 routing_truck122;7.20;-0.05;72.03;279549602#1_1;0.00;0.20;1;truck122;37720450#0_1;;;;;;
1316.00;20;truck;1123.00;1088.89;;193.00;13.85;tripinfo_truck142 routing_truck142;7.20;-0.25;71.90;37164516#3_1;0.00;5.06;1;truck142;177308060#2_1;;;;;;
1317.00;61;passenger;1027.00;2032.27;;290.00;9.98;tripinfo_veh1558 routing_veh1558;5.10;-0.01;119.43;175793384#0_1;0.00;79.80;1;veh1558;324752780#0_1;;;;;;
1318.00;66;passenger;791.00;3778.71;;527.00;10.53;tripinfo_veh1200 routing_veh1200;5.10;-0.02;139.74;279549605_1;0.00;51.76;1;veh1200;30533407#2_1;;;;;;
1318.00;14;passenger;1126.00;2610.91;;192.00;10.16;tripinfo_veh1706 routing_veh1706;5.10;1.43;31.11;-205013604#0_1;0.00;103.94;1;veh1706;156437791#2_1;;;;;;
1318.00;0;passenger;1087.00;2540.32;;231.00;19.09;tripinfo_veh1650 routing_veh1650;5.10;-0.65;32.67;-30529779#0_1;0.00;379.76;1;veh1650;33127323#1_1;;;;;;
1319.00;0;passenger;987.00;2630.91;;332.00;11.07;tripinfo_veh1498 routing_veh1498;5.10;-0.46;52.02;30418155#3_1;0.00;63.88;1;veh1498;33128043#0_1;;;;;;
1319.00;17;truck;988.00;1962.85;;331.00;10.47;tripinfo_truck125 routing_truck125;7.20;-0.78;112.12;324752778#1_1;0.00;80.27;1;truck125;30418155#0_1;;;;;;
1321.00;2;passenger;1090.00;1581.64;;231.00;10.46;tripinfo_veh1652 routing_veh1652;1.16;1.03;56.54;30616857_1;0.00;13.17;1;veh1652;169013928#4_1;;;;;;
1322.00;85;passenger;754.00;4807.40;;568.00;9.89;tripinfo_veh1145 routing_veh1145;5.10;-0.77;176.12;-266658733_1;0.00;46.11;1;veh1145;-324317861_1;;;;;;
1323.00;0;passenger;1116.00;2457.49;;207.00;10.92;tripinfo_veh1694 routing_veh1694;5.10;-0.66;25.63;30533752#1_1;0.00;43.05;1;veh1694;180762421_1;;;;;;
1325.00;18;passenger;924.00;2921.17;;401.00;10.46;tripinfo_veh1402 routing_veh1402;5.10;-0.18;86.48;37351625#1_1;0.00;26.00;1;veh1402;29062013#12_1;;;;;;
1326.00;17;passenger;955.00;2752.47;;371.00;10.46;tripinfo_veh1450 routing_veh1450;5.10;-0.82;72.90;324751761#8_1;0.00;31.63;1;veh1450;30418004#2_1;;;;;;
1326.00;96;passenger;930.00;2099.51;;396.00;12.95;tripinfo_veh1412 routing_veh1412;5.10;-0.77;159.11;37180733#2_0;0.00;82.57;1;veh1412;37350428#0_1;;;;;;
1328.00;0;passenger;1223.00;793.01;;105.00;10.73;tripinfo_veh1856 routing_veh1856;5.10;-0.45;21.05;30530306#3_1;0.00;62.42;1;veh1856;37180984#0_1;;;;;;
1328.00;102;passenger;866.00;3225.92;;462.00;10.50;tripinfo_veh1315 routing_veh1315;5.10;-0.83;183.96;-69045513_1;0.00;3.37;1;veh1315;304384082#8_1;;;;;;
1329.00;46;passenger;1115.00;1118.20;;214.00;10.93;tripinfo_veh1692 routing_veh1692;5.10;-0.34;93.45;30416961#2_1;0.00;119.95;1;veh1692;-101940018_1;;;;;;
1331.00;124;passenger;917.00;2890.43;;414.00;10.81;tripinfo_veh1392 routing_veh1392;5.10;-0.59;168.96;37174481#5_1;0.00;18.87;1;veh1392;38044985#5_1;;;;;;
1331.00;14;passenger;1158.00;1147.61;;173.00;9.94;tripinfo_veh1758 routing_veh1758;5.10;-0.85;49.70;172022404_1;0.00;35.99;1;veh1758;30598958#3_1;;;;;;
1331.00;31;passenger;1077.00;1319.94;;254.00;10.99;tripinfo_veh1634 routing_veh1634;2.25;-0.11;100.44;175999074#1_1;0.00;29.34;1;veh1634;30416947#1_1;;;;;;
1331.00;0;passenger;1052.00;2185.65;;279.00;10.83;tripinfo_veh1597 routing_veh1597;5.10;-0.72;47.22;-279549604#0_1;0.00;90.18;1;veh1597;30598875#1_1;;;;;;
1333.00;0;passenger;1189.00;1357.55;;144.00;10.75;tripinfo_veh1805 routing_veh1805;5.10;-0.83;19.98;-279549603#3_1;0.00;5.01;1;veh1805;-194828057#1_1;;;;;;
1333.00;18;passenger;1164.00;1024.67;;169.00;12.66;tripinfo_veh1767 routing_veh1767;5.10;-0.78;55.33;290619174#3_1;0.00;48.89;1;veh1767;194799789#2_1;;;;;;
1333.00;89;passenger;926.00;3501.67;;407.00;10.00;tripinfo_veh1406 routing_veh1406;5.10;-0.81;131.81;-103992207#1_1;0.00;53.71;1;veh1406;38044985#6_1;;;;;;
1334.00;0;passenger;1161.00;1242.68;;173.00;10.99;tripinfo_veh1762 routing_veh1762;5.10;-0.48;32.21;324985727#1_1;0.00;29.22;1;veh1762;30418004#0_1;;;;;;
1334.00;0;passenger;1127.00;2187.13;;207.00;13.62;tripinfo_veh1710 routing_veh1710;5.10;-0.21;33.51;38060281#4_1;0.00;9.83;1;veh1710;207175676_1;;;;;;
1337.00;65;passenger;974.00;3163.76;;363.00;10.55;tripinfo_veh1479 routing_veh1479;5.10;-0.93;133.21;30416939#1_1;0.00;14.48;1;veh1479;37180982#1_1;;;;;;
1337.00;6;passenger;912.00;4236.37;;425.00;10.88;tripinfo_veh1385 routing_veh1385;5.10;-0.97;66.52;-38044984_1;0.00;94.78;1;veh1385;181961188#8_1;;;;;;
1338.00;0;truck;1146.00;1602.02;;192.00;10.88;tripinfo_truck145 routing_truck145;7.20;-0.98;26.58;246519196#0_1;0.00;43.05;1;truck145;180762421_1;;;;;;
1338.00;12;passenger;1233.00;673.40;;105.00;9.88;tripinfo_veh1872 routing_veh1872;5.10;-0.99;32.44;338958117_1;0.00;59.52;1;veh1872;30598875#0_1;;;;;;
1339.00;114;truck;893.00;3900.41;;446.00;11.05;tripinfo_truck113 routing_truck113;7.20;-0.85;177.60;-266666416#2_1;0.00;27.30;1;truck113;175793377_1;;;;;;
1339.00;0;passenger;1092.00;3177.95;;247.00;9.94;tripinfo_veh1658 routing_veh1658;5.10;-0.93;29.14;182015533#1_3;0.00;60.69;1;veh1658;37342226#2_1;;;;;;
1340.00;0;passenger;1082.00;2234.80;;258.00;9.84;tripinfo_veh1642 routing_veh1642;5.10;-0.38;39.92;-279549606#0_1;0.00;50.71;1;veh1642;30416834#0_1;;;;;;
1343.00;1;passenger;1113.00;1721.12;;230.00;13.82;tripinfo_veh1689 routing_veh1689;5.10;-0.36;43.51;221265721#1_1;0.00;53.12;1;veh1689;37347752_1;;;;;;
1343.00;1;passenger;1131.00;1974.05;;212.00;12.98;tripinfo_veh1716 routing_veh1716;5.10;-0.16;37.66;30598962_1;0.00;7.30;1;veh1716;38923194#0_1;;;;;;
1344.00;83;passenger;982.00;3070.39;;362.00;12.84;tripinfo_veh1491 routing_veh1491;5.10;-0.84;142.03;175790484#1_1;0.00;98.50;1;veh1491;37722663_1;;;;;;
1345.00;7;passenger;1094.00;2889.31;;251.00;10.51;tripinfo_veh1660 routing_veh1660;5.10;-0.25;46.09;33128564#0_0;0.00;35.80;1;veh1660;-324752522_1;;;;;;
1347.00;0;passenger;1065.00;2615.80;;282.00;10.27;tripinfo_veh1617 routing_veh1617;5.10;-0.90;38.54;-37351131_1;0.00;25.17;1;veh1617;190430258_1;;;;;;
1347.00;0;passenger;1036.00;2440.33;;311.00;10.11;tripinfo_veh1572 routing_veh1572;5.10;-0.24;48.84;290618574_1;0.00;25.59;1;veh1572;37180987#5_1;;;;;;
1347.00;0;truck;1139.00;1757.04;;208.00;11.03;tripinfo_truck144 routing_truck144;7.20;-0.07;45.92;169051254#1_0;0.00;95.37;1;truck144;37180462#1_1;;;;;;
1348.00;0;passenger;1175.00;1365.41;;173.00;10.51;tripinfo_veh1784 routing_veh1784;5.10;-0.99;28.88;29081858#0_1;0.00;58.46;1;veh1784;69221692#7_1;;;;;;
1349.00;0;passenger;1220.00;951.91;;129.00;10.95;tripinfo_veh1851 routing_veh1851;5.10;-0.15;22.89;202278347#2_1;0.00;30.89;1;veh1851;37180981#1_1;;;;;;
1350.00;0;passenger;1046.00;3142.82;;304.00;10.69;tripinfo_veh1587 routing_veh1587;5.10;-0.13;26.32;-250563617#2_1;0.00;112.98;1;veh1587;37343420#2_1;;;;;;
1351.00;41;truck;901.00;3962.73;;450.00;10.47;tripinfo_truck114 routing_truck114;5.50;-0.76;125.94;175999088#3_1;0.00;7.75;1;truck114;38060291#0_1;;;;;;
1351.00;138;passenger;947.00;1824.82;;404.00;10.54;tripinfo_veh1438 routing_veh1438;0.20;-0.91;202.02;175790476#2_2;0.00;44.48;1;veh1438;-324751745_1;;;;;;
1351.00;91;passenger;988.00;2755.93;;363.00;6.73;tripinfo_veh1500 routing_veh1500;5.10;-0.78;146.10;30417335#2_1;0.00;0.20;1;veh1500;-324241990_1;;;;;;
1352.00;5;passenger;1160.00;1480.82;;192.00;10.21;tripinfo_veh1760 routing_veh1760;5.10;-0.17;39.08;37180457_1;0.00;42.62;1;veh1760;38044968_1;;;;;;
1352.00;39;passenger;992.00;2494.75;;360.00;11.06;tripinfo_veh1506 routing_veh1506;5.10;-0.73;85.26;30530316#1_1;0.00;53.57;1;veh1506;324751750_1;;;;;;
1352.00;51;passenger;771.00;4870.83;;581.00;10.84;tripinfo_veh1170 routing_veh1170;5.10;-0.25;160.29;324994572_1;0.00;129.81;1;veh1170;178662853_1;;;;;;
1353.00;0;passenger;1237.00;975.18;;116.00;10.80;tripinfo_veh1874 routing_veh1874;5.10;1.69;18.01;207175679_0;0.00;73.11;1;veh1874;170268763_1;;;;;;
1354.00;128;passenger;961.00;1504.01;;393.00;12.81;tripinfo_veh1459 routing_veh1459;5.10;-0.75;220.63;175999088#3_1;0.00;40.34;1;veh1459;177308106#1_1;;;;;;
1354.00;86;passenger;840.00;6780.81;;514.00;13.67;tripinfo_veh1275 routing_veh1275;5.10;-0.46;155.26;119447023#0_1;0.00;57.08;1;veh1275;37180296_1;;;;;;
1356.00;7;passenger;1254.00;553.46;;102.00;9.97;tripinfo_veh1903 routing_veh1903;5.10;-0.43;33.13;37180463#1_1;0.00;36.74;1;veh1903;-177308119#3_1;;;;;;
1357.00;87;passenger;961.00;3474.22;;396.00;10.66;tripinfo_veh1458 routing_veh1458;5.10;-0.09;150.32;324751741#4_1;0.00;11.60;1;veh1458;324986676_1;;;;;;
1357.00;1;passenger;1057.00;2430.17;;300.00;10.06;tripinfo_veh1604 routing_veh1604;4.38;-0.33;45.54;30533953#5_1;0.00;46.80;1;veh1604;176910663_1;;;;;;
1359.00;0;passenger;1120.00;2958.28;;239.00;10.82;tripinfo_veh1700 routing_veh1700;4.90;-0.61;42.75;266666376_1;0.00;55.34;1;veh1700;315472690_1;;;;;;
1359.00;15;passenger;855.00;4337.94;;504.00;10.92;tripinfo_veh1295 routing_veh1295;5.10;1.36;136.46;290617321#1_1;0.00;117.62;1;veh1295;30529779#5_1;;;;;;
1360.00;0;passenger;1106.00;2187.01;;254.00;10.32;tripinfo_veh1675 routing_veh1675;5.10;1.87;33.56;30801714#0_1;0.00;140.82;1;veh1675;182149470#1_1;;;;;;
1360.00;115;passenger;1002.00;1416.87;;358.00;10.19;tripinfo_veh1521 routing_veh1521;5.10;-0.62;197.15;-37180732#0_0;0.00;0.20;1;veh1521;181737750#1_1;;;;;;
1362.00;122;passenger;995.00;1629.00;;367.00;10.88;tripinfo_veh1510 routing_veh1510;5.10;-0.37;185.41;37394168#1_1;0.00;21.36;1;veh1510;-177308050_1;;;;;;
1362.00;102;passenger;851.00;3310.70;;511.00;10.27;tripinfo_veh1291 routing_veh1291;5.10;-0.01;178.06;34878500#1_1;0.00;39.78;1;veh1291;177308074#3_1;;;;;;
1362.00;55;passenger;1117.00;1532.35;;245.00;10.89;tripinfo_veh1695 routing_veh1695;5.10;-0.32;87.89;290618576#1_1;0.00;64.43;1;veh1695;175790472#3_2;;;;;;
1363.00;0;passenger;1264.00;728.19;;99.00;13.16;tripinfo_veh1919 routing_veh1919;5.10;-0.98;21.18;171677012#5_1;0.00;37.94;1;veh1919;205013607#0_1;;;;;;
1364.00;0;passenger;1279.00;768.56;;85.00;10.76;tripinfo_veh1941 routing_veh1941;5.10;-0.48;9.50;33128048#1_1;0.00;51.69;1;veh1941;30533523#1_1;;;;;;
1364.00;12;truck;776.00;6044.79;;588.00;10.73;tripinfo_truck98 routing_truck98;7.20;0.80;115.04;-259712946_1;0.00;63.55;2;truck98;30533752#2_1;;;;;;
1364.00;37;passenger;809.00;5680.07;;555.00;9.50;tripinfo_veh1228 routing_veh1228;5.10;-0.48;115.39;177068340_1;0.00;65.95;1;veh1228;324751763#0_1;;;;;;
1365.00;0;passenger;1220.00;1088.58;;145.00;10.23;tripinfo_veh1852 routing_veh1852;5.10;-0.81;25.53;-324991230_1;0.00;55.17;1;veh1852;324991232_1;;;;;;
1366.00;85;passenger;847.00;4621.04;;519.00;12.88;tripinfo_veh1286 routing_veh1286;5.10;-0.71;160.44;-37180740#1_1;0.00;373.87;1;veh1286;38923009#4_1;;;;;;
1367.00;91;passenger;1087.00;1353.02;;280.00;9.90;tripinfo_veh1649 routing_veh1649;5.10;0.00;132.73;177308057#1_1;0.00;5.39;1;veh1649;324996449_1;;;;;;
1367.00;104;passenger;989.00;1769.71;;378.00;9.93;tripinfo_veh1501 routing_veh1501;5.10;-0.44;189.70;176908068#6_1;0.00;38.22;1;veh1501;30417755#2_1;;;;;;
1367.00;4;truck;1186.00;1578.58;;181.00;9.95;tripinfo_truck150 routing_truck150;7.20;-0.53;43.03;30567551#3_2;0.00;42.17;1;truck150;230844223#2_1;;;;;;
1369.00;89;passenger;1077.00;2739.41;;292.00;12.59;tripinfo_veh1635 routing_veh1635;5.10;-0.77;131.92;103992207#1_1;0.00;58.82;1;veh1635;324751768_1;;;;;;
1370.00;206;passenger;886.00;1672.18;;484.00;10.28;tripinfo_veh1344 routing_veh1344;5.10;0.06;297.78;-37180896#1_1;0.00;54.00;1;veh1344;290404535#7_1;;;;;;
1371.00;161;passenger;967.00;1189.29;;404.00;10.53;tripinfo_veh1468 routing_veh1468;5.10;-0.68;270.10;177308052_1;0.00;10.07;1;veh1468;224716861#3_1;;;;;;
1371.00;13;passenger;1075.00;3249.83;;296.00;7.16;tripinfo_veh1631 routing_veh1631;5.10;-0.13;74.17;324751738_1;0.00;0.20;1;veh1631;-324985730#2_1;;;;;;
1372.00;162;passenger;611.00;5525.42;;761.00;9.95;tripinfo_veh927 routing_veh927;5.10;-0.06;284.06;34878500#0_1;0.00;10.16;1;veh927;324985723_1;;;;;;
1372.00;28;passenger;1064.00;2321.32;;308.00;10.15;tripinfo_veh1615 routing_veh1615;5.10;-0.58;68.77;182857087#3_1;0.00;31.51;1;veh1615;175999142_1;;;;;;
1374.00;0;passenger;1240.00;1242.13;;134.00;12.96;tripinfo_veh1882 routing_veh1882;5.10;-0.59;21.30;266658729_1;0.00;27.02;1;veh1882;279549604#1_1;;;;;;
1374.00;0;passenger;1195.00;1162.39;;179.00;10.54;tripinfo_veh1814 routing_veh1814;5.10;-0.76;44.55;-266666416#0_1;0.00;27.32;1;veh1814;38060281#3_1;;;;;;
1374.00;39;passenger;1151.00;1310.72;;223.00;10.73;tripinfo_veh1747 routing_veh1747;5.10;-0.60;85.14;176910667#13_2;0.00;109.16;1;veh1747;32761334_1;;;;;;
1375.00;0;passenger;1167.00;2188.20;;208.00;10.53;tripinfo_veh1763 routing_veh1763;5.10;4.86;26.54;30529824#1_1;0.00;34.27;1;veh1763;33175453#3_1;;;;;;
1376.00;48;passenger;1011.00;3735.77;;365.00;10.47;tripinfo_veh1535 routing_veh1535;5.10;-0.85;96.07;324985143_1;0.00;58.80;1;veh1535;324751741#4_1;;;;;;
1377.00;82;passenger;910.00;2602.90;;467.00;12.91;tripinfo_veh1381 routing_veh1381;5.10;-0.33;205.87;56026350#1_1;0.00;143.05;1;veh1381;335278788#1_1;;;;;;
1378.00;16;passenger;1226.00;859.39;;152.00;11.00;tripinfo_veh1861 routing_veh1861;5.10;-0.74;45.02;290618573#4_1;0.00;25.25;1;veh1861;-180878324_1;;;;;;
1379.00;0;passenger;1165.00;2086.01;;214.00;10.83;tripinfo_veh1768 routing_veh1768;5.10;-0.44;29.87;194828057#0_1;0.00;5.58;1;veh1768;304384071#3_1;;;;;;
1379.00;6;passenger;1135.00;1851.66;;244.00;10.89;tripinfo_veh1722 routing_veh1722;5.10;-0.12;44.86;30529779#0_1;0.00;34.78;1;veh1722;37383972_1;;;;;;
1380.00;0;passenger;1224.00;1231.53;;156.00;12.66;tripinfo_veh1857 routing_veh1857;5.10;-0.11;31.83;37180982#3_1;0.00;73.19;1;veh1857;-37722662_1;;;;;;
1381.00;97;passenger;970.00;1873.39;;411.00;10.77;tripinfo_veh1473 routing_veh1473;0.20;-0.98;197.11;175999085#0_1;0.00;50.79;1;veh1473;290404535#4_1;;;;;;
1382.00;60;passenger;1150.00;1219.11;;232.00;11.00;tripinfo_veh1746 routing_veh1746;5.10;-0.94;100.47;37180726#3_1;0.00;48.98;1;veh1746;324751748#1_1;;;;;;
1382.00;33;truck;1004.00;4813.60;;378.00;12.05;tripinfo_truck127 routing_truck127;7.20;-0.60;94.77;-266670737_1;0.00;49.84;1;truck127;37383974_1;;;;;;
1384.00;48;passenger;1004.00;4298.04;;380.00;10.78;tripinfo_veh1524 routing_veh1524;5.10;-0.60;95.42;-182175774#0_1;0.00;27.14;1;veh1524;171720609#0_1;;;;;;
1385.00;1;passenger;1206.00;1339.60;;179.00;10.09;tripinfo_veh1830 routing_veh1830;5.10;-0.31;37.98;324985142#1_1;0.00;90.12;1;veh1830;37503195#1_1;;;;;;
1386.00;48;passenger;824.00;4008.25;;562.00;10.14;tripinfo_veh1251 routing_veh1251;5.10;-0.64;131.85;176324875_1;0.00;35.51;1;veh1251;-290618571_1;;;;;;
1388.00;0;passenger;1204.00;1444.80;;184.00;10.42;tripinfo_veh1828 routing_veh1828;5.10;-0.99;26.71;304384082#16_1;0.00;43.74;1;veh1828;30417787_1;;;;;;
1388.00;0;passenger;1126.00;1997.32;;262.00;9.87;tripinfo_veh1709 routing_veh1709;5.10;-0.55;45.12;30533350#1_1;0.00;50.90;1;veh1709;171686613_1;;;;;;
1388.00;2;passenger;1041.00;3271.60;;347.00;10.13;tripinfo_veh1580 routing_veh1580;5.10;-0.51;49.37;177308050_1;0.00;135.15;1;veh1580;34878500#2_1;;;;;;
1388.00;0;passenger;1198.00;1489.34;;190.00;9.84;tripinfo_veh1816 routing_veh1816;5.10;0.92;32.28;176954454_1;0.00;129.77;1;veh1816;-30529779#1_1;;;;;;
1389.00;0;passenger;1172.00;1838.98;;217.00;12.96;tripinfo_veh1779 routing_veh1779;5.10;-0.69;38.26;290618571_1;0.00;179.66;1;veh1779;250563620#1_1;;;;;;
1389.00;98;truck;1028.00;1942.17;;361.00;13.26;tripinfo_truck130 routing_truck130;7.20;-0.33;176.82;177308051_1;0.00;236.88;1;truck130;37501148_1;;;;;;
1390.00;5;passenger;1233.00;1018.72;;157.00;13.20;tripinfo_veh1871 routing_veh1871;5.10;-0.33;44.33;30598985#8_1;0.00;12.35;1;veh1871;37295846#1_1;;;;;;
1390.00;0;passenger;1078.00;4553.57;;312.00;9.06;tripinfo_veh1636 routing_veh1636;5.10;-0.43;41.70;176910667#13_1;0.00;3.55;1;veh1636;-182857083_1;;;;;;
1391.00;48;passenger;1104.00;1862.59;;287.00;10.99;tripinfo_veh1676 routing_veh1676;5.10;-0.79;82.88;29062010_1;0.00;59.76;1;veh1676;324751765_1;;;;;;
1391.00;14;truck;1091.00;1571.60;;300.00;2.67;tripinfo_truck138 routing_truck138;7.20;-0.61;74.57;37164516#3_1;0.00;178.41;1;truck138;37376904_0;;;;;;
1392.00;16;truck;1115.00;3188.26;;277.00;11.04;tripinfo_truck140 routing_truck140;0.20;7.57;76.42;177308114#0_1;0.00;21.38;1;truck140;38060288#1_1;;;;;;
1392.00;55;passenger;1060.00;3518.84;;332.00;13.34;tripinfo_veh1609 routing_veh1609;5.10;-0.63;104.85;176910656_1;0.00;36.70;1;veh1609;324986670_1;;;;;;
1392.00;106;passenger;945.00;3887.99;;447.00;10.60;tripinfo_veh1434 routing_veh1434;5.10;-0.27;198.62;-279549604#1_1;0.00;43.40;1;veh1434;324752524_1;;;;;;
1392.00;1;passenger;1090.00;2906.48;;302.00;10.56;tripinfo_veh1655 routing_veh1655;5.10;-0.95;50.72;-290617981_1;0.00;55.79;1;veh1655;37180459#1_1;;;;;;
1392.00;38;passenger;1098.00;2515.63;;294.00;11.03;tripinfo_veh1667 routing_veh1667;0.20;-0.86;79.30;30993534#0_1;0.00;64.23;1;veh1667;37180980#0_1;;;;;;
1393.00;115;passenger;910.00;3492.31;;483.00;10.12;tripinfo_veh1382 routing_veh1382;5.10;-0.99;186.89;180878327_1;0.00;43.55;1;veh1382;30417973#6_1;;;;;;
1393.00;36;passenger;1128.00;1852.50;;265.00;10.64;tripinfo_veh1712 routing_veh1712;5.10;-0.52;72.48;324751731#2_1;0.00;52.82;1;veh1712;-324751744_1;;;;;;
1393.00;0;passenger;1276.00;650.36;;117.00;2.66;tripinfo_veh1936 routing_veh1936;5.10;-0.18;21.82;-30533575#1_1;0.00;24.54;1;veh1936;-37180735#1_0;;;;;;
1394.00;153;passenger;905.00;2215.50;;489.00;10.05;tripinfo_veh1374 routing_veh1374;5.10;-0.72;249.59;30533752#2_1;0.00;42.66;1;veh1374;176910638_1;;;;;;
1394.00;13;passenger;1291.00;649.24;;103.00;9.99;tripinfo_veh1959 routing_veh1959;5.10;-0.34;28.49;30416921#3_1;0.00;57.26;1;veh1959;324751761#2_1;;;;;;
1395.00;0;passenger;1159.00;1946.84;;236.00;10.14;tripinfo_veh1759 routing_veh1759;5.10;-0.51;36.94;32761363_1;0.00;17.79;1;veh1759;37352070#1_1;;;;;;
1395.00;35;truck;1020.00;2456.26;;375.00;10.51;tripinfo_truck129 routing_truck129;7.20;-0.42;109.95;-335278790_1;0.00;62.93;1;truck129;-37180457_1;;;;;;
1396.00;20;passenger;1286.00;578.22;;110.00;10.17;tripinfo_veh1952 routing_veh1952;5.10;-0.73;49.00;175790472#3_1;0.00;22.78;1;veh1952;180762422#1_1;;;;;;
1396.00;0;passenger;1201.00;1759.04;;195.00;11.04;tripinfo_veh1822 routing_veh1822;5.10;-0.03;31.35;38923236#0_1;0.00;54.63;1;veh1822;-38060298_1;;;;;;
1397.00;157;passenger;899.00;3046.94;;498.00;12.14;tripinfo_veh1364 routing_veh1364;5.10;-0.13;244.17;37394816#7_1;0.00;5.91;1;veh1364;268408771#1_1;;;;;;
1397.00;89;passenger;791.00;5539.87;;606.00;13.20;tripinfo_veh1201 routing_veh1201;5.10;-0.68;188.78;175999108#0_1;0.00;330.46;1;veh1201;250563617#2_1;;;;;;
1398.00;62;passenger;1051.00;2178.21;;347.00;10.09;tripinfo_veh1593 routing_veh1593;5.10;0.92;120.14;30534258#3_1;0.00;38.85;1;veh1593;-159554244#1_1;;;;;;
1399.00;21;passenger;1248.00;955.59;;151.00;9.85;tripinfo_veh1894 routing_veh1894;5.10;-0.50;48.71;30529948_1;0.00;0.20;1;veh1894;30166961#4_1;;;;;;
1399.00;30;passenger;1154.00;2293.25;;245.00;13.36;tripinfo_veh1752 routing_veh1752;5.10;-0.89;65.18;171698588#2_1;0.00;60.90;1;veh1752;336455023_1;;;;;;
1400.00;127;passenger;1005.00;1668.79;;395.00;10.97;tripinfo_veh1525 routing_veh1525;5.10;-0.26;212.29;37180463#0_1;0.00;72.89;1;veh1525;37180897#0_1;;;;;;
1404.00;84;passenger;1107.00;2501.94;;297.00;10.39;tripinfo_veh1680 routing_veh1680;5.10;-0.43;130.07;37180726#2_1;0.00;0.31;1;veh1680;304384076_1;;;;;;
